seed,score,class_imbalance,split_dev,n_train,n_eval,eval_pct,n_eval_sources,eval_left,eval_centre,eval_right,train_left,train_centre,train_right
6881,0.32800652026933985,0.24790103348879067,0.23771577461730536,25896,20159,43.77157746173054,111,0.24123220397837195,0.2291284289895332,0.5296393670320948,0.40048656163113994,0.29031510658016685,0.3091983317886932
7750,0.3280174845903181,0.31926516195123245,0.06648572359135818,39906,6149,13.351427640864182,111,0.37664660920474874,0.377297121483168,0.24605626931208327,0.3237107201924523,0.24600310730216007,0.43028617250538764
1641,0.32804210747021423,0.29032816657373517,0.13603300401693624,30579,15476,33.60330040169362,111,0.250581545619023,0.19856552080640993,0.5508529335745671,0.37136597011020633,0.29641257071846694,0.3322214591713267
4853,0.32804494425906194,0.3336597139377702,0.03204863749864295,38320,7735,16.795136250135705,111,0.4976082740788623,0.16263736263736264,0.33975436328377506,0.2971033402922756,0.28389874739039667,0.41899791231732775
9406,0.32813193357715564,0.33372327175070426,0.0322440560199761,35359,10696,23.22440560199761,111,0.21456619296933432,0.21288332086761405,0.5725504861630516,0.3659322944653412,0.2788540399898187,0.3552136655448401
1285,0.32816392553279417,0.31386380623906707,0.08003474107045921,33158,12897,28.00347410704592,111,0.4877103202295107,0.18399627820423353,0.3282934015662557,0.26973882622594847,0.294468906447916,0.43579226732613546
8099,0.32817378657328655,0.29041192443904085,0.13635870155249158,30564,15491,33.63587015524916,111,0.4620101994706604,0.11832677038280291,0.4196630301465367,0.26426514854076694,0.3371286480827117,0.3986062033765214
5756,0.32821730920564196,0.2862413470436487,0.14654217783085438,30095,15960,34.65421778308544,111,0.2176065162907268,0.23358395989974937,0.5488095238095239,0.39079581325801627,0.2794151852467187,0.329789001495265
2261,0.32822905528610474,0.31947302531729665,0.0668331342959505,39922,6133,13.31668657040495,111,0.17104190445132889,0.38512962661014183,0.4438284689385293,0.35531786984620006,0.2448524623014879,0.399829667852312
3671,0.3283002466647694,0.3287926329945088,0.044750841385300166,34783,11272,24.47508413853002,111,0.24804826117814052,0.1818665720369056,0.5700851667849539,0.35758847712963227,0.2899979875226404,0.35241353534772735
5449,0.3283045882150454,0.2968000860433258,0.12155032026924328,31246,14809,32.15503202692433,111,0.40306570328854074,0.1151326895806604,0.48180160713079884,0.29651795429815014,0.3338667349420726,0.36961531075977727
8055,0.32833195337353954,0.3185407693703061,0.06948214091846705,33644,12411,26.948214091846705,111,0.444525018129079,0.10426234791717025,0.4512126339537507,0.2888182142432529,0.32228629176078943,0.3888954939959577
5672,0.32834515237071726,0.30699145803295663,0.09725328411681683,32365,13690,29.725328411681684,111,0.1772826880934989,0.3216946676406136,0.5010226442658875,0.3957052371388846,0.23893094392090222,0.3653638189402132
9526,0.32835470584439563,0.26620471700701864,0.19517967647378132,27855,18200,39.517967647378136,111,0.27587912087912086,0.18532967032967032,0.5387912087912088,0.3666487165679411,0.3146293304613175,0.31872195297074135
5211,0.3284489481562039,0.30670304616673094,0.09836065573770492,32314,13741,29.836065573770494,111,0.4358489192926279,0.11018120951895786,0.45396987118841425,0.2860989044995977,0.32874295970786654,0.3851581357925357
8863,0.32846205142228413,0.2908290357776788,0.1365106937357507,30557,15498,33.65106937357507,111,0.3301071105949155,0.11878952122854562,0.5511033681765389,0.33111889256144256,0.33694407173479074,0.33193703570376676
9946,0.3284665699664326,0.31879227181975744,0.06941700141135598,33647,12408,26.9417001411356,111,0.3574306898774984,0.3962765957446808,0.24629271437782077,0.3209498618004577,0.2145807947216691,0.4644693434778732
3012,0.3284791229902213,0.3304297389608782,0.04153729236782108,38757,7298,15.846270763217893,111,0.27678816114003835,0.4287476020827624,0.29446423677719924,0.3409448615733932,0.23242253012359057,0.42663260830301625
7225,0.3284836985764379,0.33656228803709887,0.02683747692975791,38080,7975,17.31625230702421,111,0.4990595611285266,0.1766771159874608,0.32426332288401255,0.2955357142857143,0.28172268907563025,0.42274159663865546
2359,0.32850184628957846,0.30128149307921115,0.11158397568125067,31705,14350,31.158397568125068,111,0.3761672473867596,0.11289198606271778,0.5109407665505227,0.3102349787099827,0.33171424065604793,0.3580507806339694
6807,0.32851221774885886,0.32490280301867325,0.054934317663663024,39374,6681,14.506568233633699,111,0.19443197126178716,0.4259841341116599,0.3795838946265529,0.35391375019048105,0.2359678975973993,0.4101183522121197
8563,0.32855021121121075,0.296159987866812,0.1240690478775377,31130,14925,32.406904787753774,111,0.27289782244556116,0.17333333333333334,0.5537688442211055,0.3585287504015419,0.30677802762608414,0.3346932219723739
7359,0.32865279410046094,0.3095578981539476,0.0923243947454131,32592,13463,29.232439474541312,111,0.33744336329198543,0.41164673549728886,0.2509099012107257,0.3280252822778596,0.20235027000490918,0.4696244477172312
5452,0.32870476460790676,0.33509415920849894,0.03124525024427313,35405,10650,23.124525024427314,111,0.1652582159624413,0.43107981220657277,0.4036619718309859,0.38056771642423387,0.2131337381725745,0.40629854540319166
8324,0.3287579416514591,0.3157856899413475,0.07779828465964608,40427,5628,12.220171534035392,111,0.17288557213930347,0.2921108742004264,0.5350035536602701,0.35275929453088284,0.25955425829272516,0.387686447176392
3467,0.32877850624998456,0.3346832798731352,0.03252632721745741,38342,7713,16.74736727825426,111,0.4981200570465448,0.12550239854790612,0.37637754440554905,0.2971154347712691,0.29129935840592563,0.4115852068228053
7562,0.32886026895587805,0.3440928836591854,0.01027032895451091,37317,8738,18.97296710454891,111,0.15873197528038452,0.43339436942092013,0.40787365529869535,0.3710641262695286,0.22375860867701047,0.4051772650534609
5092,0.3289019873824566,0.3382727172688576,0.024405601997611576,37968,8087,17.559439800238845,111,0.44095461852355633,0.322492889823173,0.2365524916532707,0.30731142014327856,0.2509745048461863,0.44171407501053517
8908,0.328936741596923,0.3047657004899067,0.1049614591249593,32010,14045,30.49614591249593,111,0.4831612673549306,0.17251690993236027,0.34432182271270917,0.2639175257731959,0.3034676663542643,0.4326148078725398
7386,0.3290108906692847,0.3417654810250502,0.016458582130061877,36086,9969,21.64585821300619,111,0.1598956765974521,0.4226100912829772,0.41749423211957065,0.3779859225184282,0.2195865432577731,0.4024275342237987
9193,0.3290479489614164,0.3111121578116505,0.09017479101074799,32691,13364,29.0174791010748,111,0.38483986830290334,0.10797665369649806,0.5071834780005986,0.3086782294821205,0.3271236731822214,0.3641980973356581
6530,0.32907253472306586,0.2954201336829915,0.12793399196612742,30952,15103,32.79339919661275,111,0.2833874064755347,0.4112427994438191,0.30536979408064624,0.35390281726544326,0.191457741018351,0.45463944171620574
2156,0.32910658708208573,0.332199284748553,0.03980023884485942,38677,7378,16.01997611551406,111,0.16467877473570072,0.3086202222824614,0.5267010029818379,0.36246347958735164,0.25493187165498876,0.3826046487576596
1630,0.3292027883778084,0.261493264796847,0.20987949191184452,27178,18877,40.987949191184455,111,0.20003178471155375,0.2794935635959104,0.5204746516925359,0.4215909927146957,0.2524468319964677,0.3259621752888366
4331,0.32927876046433546,0.34385851266877554,0.012506785365324069,36268,9787,21.25067853653241,111,0.502707673444365,0.1531623582303055,0.3441299683253295,0.28438292709826846,0.29331642219036064,0.4223006507113709
8318,0.3293651403320801,0.331399793919779,0.04275322983389426,38813,7242,15.724677016610574,111,0.4498757249378625,0.3101353217343275,0.23998895332781,0.30855641151160695,0.254837296782006,0.43660629170638704
6023,0.32937258222084254,0.32735002502704036,0.05250244273151666,39262,6793,14.749755726848335,111,0.4607684380980421,0.2972177241277786,0.2420138377741793,0.3082879119759564,0.25770465080739646,0.43400743721664714
7082,0.32937399615669116,0.2776201773382447,0.17185973292802081,28929,17126,37.18597329280208,111,0.33574681770407566,0.12472264393320098,0.5395305383627234,0.3278371184624425,0.3457084586401189,0.32645442289743853
162,0.3293763703316673,0.32048954883712377,0.06898273803061558,40021,6034,13.101726196938444,111,0.17053364269141533,0.37371561153463706,0.45575074577394764,0.35493865720496737,0.2469203668074261,0.3981409759876065
8964,0.3293777040042377,0.29603731499679636,0.1276734339376832,30964,15091,32.76734339376832,111,0.24173348353323174,0.2045590086806706,0.5537075077860977,0.37417646298927787,0.29227489988373595,0.3335486371269862
5686,0.3293981660946458,0.3060413819303086,0.10374552165888612,41622,4433,9.62544783411139,111,0.1777577261448229,0.36476426799007444,0.4574780058651026,0.3470760655422613,0.25275094901734657,0.4001729854403921
860,0.3294512498409116,0.33195947884104116,0.0417544240581913,38767,7288,15.824557594180872,111,0.49259055982436883,0.2677003293084522,0.23970911086717892,0.3003585523770217,0.26274924549230017,0.43689220213067814
2575,0.3294561835445079,0.33097251476617146,0.044142872652263576,34811,11244,24.41428726522636,111,0.49626467449306294,0.1271789398790466,0.37655638562789046,0.2773261325443107,0.3075751917497343,0.415098675705955
8921,0.3294837375644133,0.3398032244389085,0.02305938551731626,37906,8149,17.694061448268375,111,0.4679101730273653,0.09363112038286907,0.4384587065897656,0.30129794755447686,0.3000580383052815,0.39864401414024164
4291,0.329487400280387,0.34418815138799724,0.012550211703398123,37422,8633,18.744978829660187,111,0.1767635816054674,0.24545349241283448,0.5777829259816981,0.3663085885308108,0.26770348992571213,0.3659879215434771
4266,0.3295247861670456,0.26095331648082337,0.21246335902725,27059,18996,41.246335902725,111,0.3185933880817014,0.14524110339018742,0.5361655085281112,0.3393325695701985,0.3465760005913005,0.3140914298385011
1543,0.32953627550066733,0.3318297736610045,0.04240581912930194,38797,7258,15.759418087069808,111,0.49669330394047945,0.1719481950950675,0.331358500964453,0.2997396705930871,0.2806660308786762,0.4195942985282367
6810,0.3295930584266874,0.30266591659365233,0.11262620779502769,31657,14398,31.262620779502768,111,0.259827753854702,0.18315043756077232,0.5570218085845257,0.36304766718261366,0.30009160691158354,0.33686072590580285
9671,0.3296149540091897,0.3011372516297376,0.11638258603843232,31484,14571,31.638258603843234,111,0.3830210692471347,0.11296410678745453,0.5040148239654108,0.3066001778681235,0.33321687206199974,0.3601829500698768
9978,0.3296169300209669,0.3390209777985356,0.02546954728042558,35671,10384,22.54695472804256,111,0.500288906009245,0.23073959938366717,0.2689714946070878,0.28143309691345914,0.27307897171371703,0.4454879313728239
305,0.3296190592308771,0.3274351225082094,0.05328411681684944,39298,6757,14.671588318315058,111,0.40180553500073996,0.3562231759656652,0.2419712890335948,0.3185658303221538,0.24759529747060918,0.433838872207237
3913,0.3296309319524532,0.2963146071169087,0.12802084464227553,42740,3315,7.197915535772446,111,0.26153846153846155,0.18461538461538463,0.5538461538461539,0.33614880673841835,0.26965372016846045,0.3941974730931212
1219,0.32963716048354785,0.30460313369743075,0.10815329497340137,31863,14192,30.815329497340137,111,0.32553551296505073,0.11647406989853439,0.5579904171364148,0.3331136427831654,0.3290336754229043,0.33785268179393024
9722,0.3296622440878084,0.3165419469060661,0.07960047768971878,33178,12877,27.96004776897188,111,0.3671662654344956,0.3854158577308379,0.24741787683466646,0.31665561516667673,0.21622762071252036,0.46711676412080294
3151,0.32968675546370796,0.3129187019242346,0.08839431114971232,40915,5140,11.16056888502877,111,0.1743190661478599,0.39377431906614785,0.43190661478599224,0.35043382622510083,0.24717096419406087,0.4023952095808383
3907,0.32971588564952736,0.3312425028400929,0.04453370969492995,34793,11262,24.453370969492997,111,0.16515716568993075,0.4206180074587107,0.41422482685135853,0.3843876641853246,0.21268645992009888,0.4029258758945765
5441,0.329718388691983,0.2912944435494005,0.1404190641624145,43311,2744,5.95809358375855,111,0.18513119533527697,0.29336734693877553,0.5215014577259475,0.3400060030939022,0.2616425388469442,0.39835145805915356
2771,0.32980258404399376,0.33983704178111085,0.024253609814352428,37961,8094,17.57463901856476,111,0.1608598962194218,0.3679268594020262,0.471213244378552,0.36700824530439136,0.24127393904270172,0.3917178156529069
4759,0.32980986659006684,0.3249485171062438,0.06001519921832593,39608,6447,13.998480078167407,111,0.4932526756630991,0.17046688382193267,0.3362804405149682,0.3043324580892749,0.2786810745303979,0.4169864673803272
3779,0.3298128953430638,0.3097633938557561,0.0964716100314841,41287,4768,10.35283899685159,111,0.19337248322147652,0.41841442953020136,0.38821308724832215,0.34664664422215224,0.24564632935306513,0.4077070264247826
5437,0.3298429105521955,0.2991468249148724,0.12207143632613181,42466,3589,7.79285636738682,111,0.4680969629423238,0.11395932014488716,0.4179437169127891,0.31917298544718126,0.27617388028069517,0.40465313427212357
9811,0.32988567841589544,0.274320337525255,0.18182607751601343,28470,17585,38.182607751601346,111,0.20176286607904464,0.2553881148706284,0.542849019050327,0.4104671584123639,0.26856340007024937,0.3209694415173867
6223,0.3298920416599687,0.3155497754873218,0.082900879383346,40662,5393,11.7099120616654,111,0.3326534396439829,0.4194325978119785,0.24791396254403858,0.3305297329201712,0.24285573754365256,0.4266145295361763
8594,0.32994741484052503,0.30956237679121656,0.09749212897622406,32354,13701,29.749212897622407,111,0.31742208597912563,0.1221078753375666,0.5604700386833078,0.3364344439636521,0.32342214254806206,0.34014341348828586
7922,0.32995272621292904,0.33257814110403333,0.04227554011507981,38791,7264,15.77244598849202,111,0.45580947136563876,0.3047907488986784,0.23939977973568283,0.30736511046376735,0.2558067592998376,0.43682813023639505
8645,0.3299622944947113,0.3203351948881857,0.0716968841602432,40146,5909,12.830311583975682,111,0.49094601455407005,0.1174479607378575,0.39160602470807243,0.30720370647137946,0.28503462362377324,0.4077616699048473
5006,0.3299770165228897,0.33133392911927734,0.045358810118336784,38933,7122,15.464118988166323,111,0.39778152204436956,0.09786576804268464,0.5043527099129458,0.318521562684612,0.2938381321757892,0.3876403051395988
6316,0.3300862550433007,0.30888906175263336,0.09966344587992619,41434,4621,10.033655412007382,111,0.3310971651157758,0.4176585154728414,0.2512443194113828,0.3307428681758942,0.2463435825650432,0.4229135492590626
1102,0.33024994984040956,0.33872798491989176,0.028704809466941678,35522,10533,22.87048094669417,111,0.5001424095699231,0.2343112123801386,0.2655463780499383,0.28055852710996004,0.27219751140138504,0.4472439614886549
1745,0.33029579106214124,0.3218409736459385,0.06941700141135598,33647,12408,26.9417001411356,111,0.49169890393294646,0.20067698259187622,0.3076241134751773,0.2714357892234077,0.2867120397063631,0.4418521710702291
6125,0.3303159171649528,0.3466546713141247,0.009944631418955574,36386,9669,20.994463141895558,111,0.2972385975798945,0.43686006825938567,0.2659013341607198,0.3396910899796625,0.21747375364151048,0.44283515637882703
7991,0.33034756696569156,0.3347108950890685,0.03873629356204539,38628,7427,16.12637064379546,111,0.3196445401911943,0.10731116197657196,0.5730442978322338,0.3329191260225743,0.293569431500466,0.3735114424769597
222,0.3304843425752778,0.22478975734432477,0.3030941265877755,22885,23170,50.30941265877755,111,0.28321104876996117,0.19870522227017695,0.5180837289598619,0.37893816910640155,0.32916757701551236,0.2918942538780861
3253,0.3305078382645474,0.3416548133993788,0.02271197481272394,37890,8165,17.72880251872761,111,0.1599510104102878,0.313410900183711,0.5266380894060012,0.3675903932435999,0.2527843758247559,0.37962523093164424
1016,0.33051925629510087,0.29224924242978234,0.1413310172619694,43353,2702,5.866898273803062,111,0.25647668393782386,0.19170984455958548,0.5518134715025906,0.33540931423430903,0.2680091343159643,0.3965815514497267
6600,0.33056227790397763,0.28799640561137024,0.1517099120616654,43831,2224,4.82900879383346,111,0.3448741007194245,0.39343525179856115,0.26169064748201437,0.33006319728046357,0.2569414341447834,0.41299536857475305
8410,0.3305889467052761,0.3122238956285165,0.0936706112257084,41158,4897,10.632938877429162,111,0.24116806207882377,0.4196446804165816,0.33918725750459466,0.3414403032217309,0.24495845279168085,0.41360124398658826
522,0.33062379091070904,0.337885414460392,0.032222342850939084,35360,10695,23.222234285093908,111,0.33641888733052827,0.4268349696119682,0.2367461430575035,0.32907239819004525,0.21414027149321266,0.45678733031674207
7365,0.3306432908833369,0.329440731336568,0.05256758223862773,34423,11632,25.256758223862775,111,0.3158528198074278,0.11373796423658872,0.5704092159559835,0.33582197949045695,0.3141504226825088,0.35002759782703424
2245,0.33065662206844365,0.33326275455989135,0.043448051243078906,34843,11212,24.344805124307893,111,0.3036032821976454,0.430164109882269,0.26623260792008563,0.3395230031857188,0.20991303848692708,0.45056395832735413
839,0.33069195742645446,0.33297785498015653,0.04427315166648571,34805,11250,24.427315166648572,111,0.2536888888888889,0.17413333333333333,0.5721777777777778,0.35569602068668293,0.29242924867116793,0.35187473064214914
3471,0.3307206150754134,0.3485505335898914,0.007013353598957772,37167,8888,19.298664640104224,111,0.1565031503150315,0.3876012601260126,0.45589558955895587,0.37245405870799364,0.2338633734226599,0.39368256786934647
2502,0.3308212409401752,0.27865708460504013,0.17516013462164803,28777,17278,37.51601346216481,111,0.3443106841069568,0.12420419029980322,0.5314851255932399,0.322653508009869,0.3471869896097578,0.3301595023803732
6088,0.33082960139908646,0.30378591755604645,0.11488437737487783,31553,14502,31.488437737487786,111,0.41994207695490277,0.1116397738243001,0.4684181492207971,0.289798117453174,0.3333438975691693,0.37685798497765666
4886,0.33084739418175657,0.3177210475312889,0.08151123656497666,40598,5457,11.848876343502335,111,0.236210371999267,0.42239325636796776,0.34139637163276526,0.3434898270850781,0.24217941770530568,0.41433075520961626
6019,0.33087711725220137,0.3506660370731169,0.002562153946368495,36962,9093,19.743784605363153,111,0.4582645991421973,0.08819971406576488,0.4535356867920378,0.2994156160380932,0.306666305935826,0.39391807802608086
8802,0.33093187410377933,0.34571803384507155,0.014656389099989148,37519,8536,18.534361090001088,111,0.1579194001874414,0.3570759137769447,0.48500468603561386,0.37010581305471896,0.24225059303286334,0.3876435939124177
8527,0.33094534508851875,0.34941362991506664,0.005840842470958618,36575,9480,20.584084247095863,111,0.5054852320675105,0.23143459915611814,0.2630801687763713,0.28549555707450447,0.2718523581681476,0.4426520847573479
7636,0.33100180934397305,0.3064251907765348,0.10923895342525242,31813,14242,30.923895342525242,111,0.4839910124982446,0.2544586434489538,0.2615503440528016,0.2621884135416339,0.267595008329928,0.47021657812843803
9037,0.33102006194031935,0.35102189121893074,0.002279882748887213,36949,9106,19.77201172511128,111,0.4585987261146497,0.3112233692071162,0.23017790467823412,0.299277382337817,0.25177947982354054,0.4489431378386424
4950,0.3310747891932363,0.3166434474608548,0.08500705677993704,40759,5296,11.499294322006296,111,0.22280966767371602,0.2131797583081571,0.5640105740181269,0.3448072818273265,0.2700753207880468,0.3851173973846267
1892,0.33110365238359674,0.32420973755719074,0.06696341331017258,33760,12295,26.69634133101726,111,0.4928832858885726,0.19438796258641725,0.3127287515250102,0.27174170616113746,0.2887144549763033,0.43954383886255927
7239,0.33114886011132444,0.32993050771969573,0.05341439583107155,34384,11671,25.341439583107157,111,0.3120555222345986,0.4284979864621712,0.2594464913032302,0.33713355048859933,0.2075383899488134,0.45532805956258726
2555,0.3311624338908509,0.3190422632444702,0.07960047768971883,40510,5545,12.039952231028119,111,0.3781785392245266,0.375653742110009,0.24616771866546439,0.3242902986916811,0.24818563317699333,0.4275240681313256
4185,0.3312039169108705,0.34117740964504195,0.026642058408424707,38071,7984,17.33579415915753,111,0.16295090180360722,0.26077154308617234,0.5762775551102205,0.3659741010217751,0.26411179112710464,0.3699141078511203
9036,0.3312108478156355,0.33580590466255555,0.03956139398545219,38666,7389,16.04386060145478,111,0.4765191500879686,0.2856949519556097,0.23778589795642172,0.30292763668339107,0.2592975740961051,0.4377747892205038
629,0.3312285671024713,0.2443777593925965,0.259059819780697,24913,21142,45.9059819780697,111,0.20858953741367894,0.330574212468073,0.460836250118248,0.4344719624292538,0.20663910408220607,0.3588889334885401
5264,0.331255694986618,0.2990858755835414,0.12786885245901636,30955,15100,32.78688524590164,111,0.29311258278145697,0.15165562913907285,0.5552317880794702,0.34915199483120657,0.318106929413665,0.3327410757551284
7006,0.33130282046441406,0.35016322382223775,0.005471718597329284,37096,8959,19.452828140267073,111,0.5058600290210961,0.20716597834579753,0.28697399263310636,0.28849471641147295,0.27714578391201206,0.434359499676515
2883,0.33131053661479093,0.30506697539845484,0.11373357941591576,42082,3973,8.626642058408425,111,0.34960986659954696,0.1109992449030959,0.5393908884973572,0.32900052278884084,0.27793355829095573,0.3930659189202034
7866,0.33134265359393833,0.2770290912553879,0.18115296927586583,28501,17554,38.115296927586584,111,0.19226387148228324,0.27515096274353423,0.5325851657741825,0.41609066348549173,0.2563769692291499,0.3275323672853584
3542,0.3313754606741901,0.3390205844005764,0.032504614048420366,35347,10708,23.25046140484204,111,0.4485431453119163,0.3152782966006724,0.23617855808741128,0.2951028375816901,0.24785696098678814,0.4570402014315218
7232,0.33139988427796996,0.3487055563208198,0.009358375854956053,37275,8780,19.064162414504395,111,0.46651480637813214,0.08917995444191344,0.44430523917995446,0.29880617035546614,0.30460093896713614,0.3965928906773977
7751,0.3314099843595566,0.31190952111861486,0.0977092606665943,41344,4711,10.22907393334057,111,0.48673317766928464,0.16875398004669923,0.34451284228401613,0.3130079334365325,0.27433243034055727,0.41265963622291024
6768,0.331606951198677,0.3267403866697924,0.06290305070024971,39741,6314,13.709694929975031,111,0.44821032625910673,0.30947101678808997,0.2423186569528033,0.31212098336730326,0.2562341159004555,0.43164490073224127
5047,0.331650491795038,0.3096505036373821,0.10409293236347844,32050,14005,30.409293236347846,111,0.24826847554444842,0.191217422349161,0.5605141021063905,0.3668330733229329,0.29513260530421215,0.33803432137285494
4132,0.3317623622757363,0.3230638932435979,0.07234827923135384,40176,5879,12.765172076864618,111,0.16924647048817826,0.2879741452627998,0.542779384249022,0.35441557148546393,0.2599561927518917,0.3856282357626444
9665,0.3317778016991024,0.3333400508321018,0.04774725871240909,39043,7012,15.225274128759093,111,0.419281232173417,0.3416999429549344,0.2390188248716486,0.31488358988807214,0.24949414747842122,0.4356222626335067
3882,0.33184919952421266,0.3419000416704273,0.027488872000868525,38110,7945,17.251112799913148,111,0.3870358716173694,0.3782252989301447,0.23473882945248584,0.31905011807924427,0.23962214641826293,0.44132773550249277
4454,0.3318682170036094,0.30033292445599596,0.12732602323309083,30980,15075,32.73260232330909,111,0.3901160862354892,0.3543615257048093,0.2555223880597015,0.30190445448676567,0.21933505487411234,0.478760490639122
5600,0.3319562219395884,0.30502127053953776,0.11642601237650635,31482,14573,31.642601237650638,111,0.22884786934742332,0.41604336787209223,0.3551087627804845,0.37796201003748175,0.19293564576583444,0.4291023441966838
1756,0.3319796221627811,0.3276238724024965,0.062273368798176076,33976,12079,26.22733687981761,111,0.2352015895355576,0.19529762397549466,0.5695007864889478,0.3647574758653167,0.28779138215210737,0.34745114198257593
9949,0.33204112775015293,0.3362216591005174,0.041884703072413404,34915,11140,24.188470307241342,111,0.33411131059245963,0.09542190305206463,0.5704667863554758,0.3297150221967636,0.3171702706573106,0.3531147071459258
1532,0.33213850450149796,0.2978430786453803,0.1343828031701227,30655,15400,33.43828031701227,111,0.2775324675324675,0.16785714285714284,0.5546103896103897,0.35752732017615396,0.3115968031316262,0.33087587669221985
5331,0.33215131114763585,0.35206592126427366,0.00429920746933013,36646,9409,20.429920746933014,111,0.15474545647784035,0.40907641619725793,0.4361781273249017,0.375975549855373,0.22616383779948698,0.39786061234514
3737,0.3322008053062734,0.31245854795974837,0.09955488003474108,41429,4626,10.044511996525893,111,0.4143968871595331,0.3361435365326416,0.24945957630782534,0.32144150232928625,0.2554249438798909,0.42313355379082285
9404,0.33222032423425674,0.33962349364889804,0.03443708609271523,38430,7625,16.55629139072848,111,0.5005901639344262,0.22295081967213115,0.2764590163934426,0.2970856102003643,0.2715846994535519,0.4313296903460838
5517,0.332224137622939,0.34410819041058743,0.023689067419389864,37935,8120,17.631093258061014,111,0.5028325123152709,0.24027093596059113,0.25689655172413794,0.2939501779359431,0.26851192829840514,0.4375378937656518
6531,0.3323248302981875,0.3346769813908852,0.04672673976766911,38996,7059,15.32732602323309,111,0.3198753364499221,0.10709732256693583,0.5730273409831421,0.33275207713611654,0.2918504461996102,0.37539747666427326
9335,0.3323461748084131,0.3241273856690468,0.0721311475409836,33522,12533,27.21311475409836,111,0.25644299050506664,0.4255964254368467,0.31796058405808664,0.35857049102082217,0.20294135194797447,0.43848815703120336
6318,0.33235358156394346,0.30986332161975605,0.10639452828140268,41744,4311,9.360547171859732,111,0.20876826722338204,0.4184643934122013,0.3727673393644166,0.3433786891529322,0.2475325795323879,0.40908873131467993
6050,0.33235658831334497,0.3508609865799011,0.008012159374660738,37213,8842,19.198784062533928,111,0.45804116715675186,0.08810223931237277,0.4538565935308754,0.3005401338242012,0.3052159191680327,0.3942439470077661
686,0.33237430556412023,0.30477717258882,0.11868418195635654,42310,3745,8.131581804364348,111,0.2865153538050734,0.1554072096128171,0.5580774365821095,0.3346962892933113,0.2731032852753486,0.3922004254313401
3477,0.3323977427271705,0.2981122935870568,0.13477364021278904,30637,15418,33.4773640212789,111,0.3387598910364509,0.11447658580879491,0.5467635231547542,0.326761758657832,0.3385448966935405,0.3346933446486275
4260,0.3324154725243962,0.34218338777919044,0.02907393334057104,35505,10550,22.907393334057105,111,0.3481516587677725,0.4172511848341232,0.23459715639810427,0.3256161104069849,0.21785663990987184,0.45652724968314323
3706,0.3324436004574184,0.3314551075329393,0.054934317663663024,34314,11741,25.493431766366303,111,0.3238225023422196,0.10476109360361127,0.5714164040541692,0.33315847758932216,0.3178585999883429,0.3489829224223349
3179,0.33245383525606564,0.3206427224734705,0.0809249810009771,40571,5484,11.907501899902291,111,0.2589350838803793,0.175054704595186,0.5660102115244348,0.3404895122131572,0.2754923467501417,0.38401814103670107
1690,0.3325003204233741,0.3243028706434262,0.0723265660623168,40175,5880,12.767343393768321,111,0.33690476190476193,0.4195578231292517,0.24353741496598638,0.3298817672682016,0.24069695084007467,0.4294212818917237
4835,0.33263191596333996,0.3085992059162207,0.11054174356747365,31753,14302,31.054174356747367,111,0.17647881415186686,0.27597538805761435,0.5475457977905188,0.40027713916795266,0.25792838471955404,0.3417944761124933
4327,0.3326939621612077,0.28817462435225005,0.15980892411247422,29484,16571,35.980892411247424,111,0.4748657292861022,0.2542393337758735,0.27089493693802424,0.2497964997964998,0.26875593542260207,0.4814475647808981
6688,0.3327670217856519,0.2844965858115117,0.168928455108023,29064,16991,36.8928455108023,111,0.23724324642457773,0.21481961038196692,0.5479371431934553,0.3854596751995596,0.29201073492981006,0.32252958987063035
2566,0.3328419318323685,0.2809211499993137,0.17780914124416458,28655,17400,37.78091412441646,111,0.25913793103448274,0.1947126436781609,0.5461494252873563,0.3742802303262956,0.305321933344966,0.3203978363287384
2867,0.3329548335175676,0.3435889633786734,0.02785799587449786,35561,10494,22.785799587449787,111,0.5025728987993139,0.17724413950829046,0.32018296169239563,0.2800821124265347,0.2889963724304716,0.4309215151429937
9180,0.3329840304756132,0.32616757105437966,0.06978612528498535,33630,12425,26.978612528498537,111,0.2465995975855131,0.1846277665995976,0.5687726358148893,0.36187927445732976,0.2926851025869759,0.3454356229556943
4960,0.3330819546541638,0.32305570835554653,0.07764629247638694,33268,12787,27.764629247638695,111,0.24352858371783842,0.18925471181668882,0.5672167044654728,0.3643140555488758,0.2920824816640616,0.34360346278706266
6677,0.33310591696178005,0.3521189148143916,0.007990446205623697,36476,9579,20.79904462056237,111,0.506837874517173,0.15826286668754566,0.3348992587952813,0.28454326132251345,0.2911777607193771,0.4242789779581094
1253,0.333183878475376,0.321325679100161,0.0822060579741613,33058,12997,28.22060579741613,111,0.3553897053166115,0.10286989305224283,0.5417404016311457,0.32110230503962733,0.3266985298566156,0.35219916510375704
3888,0.3331951154768592,0.3400448742691005,0.03732493757463903,38563,7492,16.267506242536097,111,0.5008008542445275,0.1804591564335291,0.3187399893219434,0.2977465446153048,0.2796722246713171,0.4225812307133781
4870,0.333347946072866,0.3300582138666504,0.061904244924546714,33993,12062,26.19042449245467,111,0.3181064500082905,0.1111755927706848,0.5707179572210247,0.33527490954019945,0.3175947989291913,0.34713029153060926
2991,0.33340260972071945,0.34495046350664205,0.026381500379980466,38059,7996,17.361849962001955,111,0.1890945472736368,0.23274137068534267,0.5781640820410205,0.3605454688772695,0.27000183924958615,0.36945269187314433
