seed,score,class_imbalance,split_dev,n_train,n_eval,eval_pct,n_eval_sources,eval_left,eval_centre,eval_right,train_left,train_centre,train_right
5039,0.17124215622894728,0.02719453090563717,0.14035392465530344,43308,2747,5.964607534469655,111,0.34437568256279577,0.25555151073898796,0.4000728066982162,0.3299159508635818,0.2640389766324928,0.40604507250392535
285,0.17125984733674632,0.07699240894890738,0.020909781782651155,35881,10174,22.090978178265118,111,0.3692746215844309,0.242185964222528,0.3885394141930411,0.31986288007580616,0.26958557453805637,0.41055154538613753
6636,0.1716256827188262,0.05729127438232712,0.06965584627076321,33636,12419,26.96558462707632,111,0.3160479909815605,0.24961752153957645,0.43433448747886305,0.3362171482934951,0.26867047211321204,0.3951123795932929
4946,0.17205254670895498,0.08543368458264491,0.003821517750515674,36668,9387,20.382151775051568,111,0.3734952594012997,0.23543198039842336,0.391072760200277,0.31984291480309807,0.2707265190356714,0.4094305661612305
5920,0.17215755661601273,0.07904951461447443,0.019563565302355868,35943,10112,21.95635653023559,111,0.31566455696202533,0.23912183544303797,0.4452136075949367,0.3350304649027627,0.27040035611941127,0.394569178977826
8925,0.1724677281564219,0.07960265579688469,0.019476712626207815,37741,8314,18.05232873737922,111,0.37057974500841956,0.25463074332451285,0.3747895116670676,0.322010545560531,0.26549376010174613,0.4124956943377229
264,0.17286554881751198,0.07789533594549342,0.025165562913907286,38003,8052,17.483443708609272,111,0.3571783407848982,0.27608047690014903,0.3667411823149528,0.3251848538273294,0.26087414151514354,0.41394100465752703
3920,0.1728671965463248,0.08607670916412596,0.005536858104440351,37099,8956,19.446314189555967,111,0.28774006252791423,0.26987494417150515,0.4423849933005806,0.3411682255586404,0.2620016712040756,0.396830103237284
452,0.17338534228051444,0.07790217877611544,0.027228313972424284,38098,7957,17.277168602757573,111,0.3219806459721,0.23337941435214277,0.4446399396757572,0.33261588534831227,0.26983043729329625,0.39755367735839153
701,0.17375362565415217,0.05137452310256879,0.09236782108348715,41098,4957,10.763217891651285,111,0.3322574137583216,0.23784547105103893,0.4298971151906395,0.3306000291985011,0.2666309796097134,0.4027689911917855
6216,0.1738789231026756,0.07236466438262329,0.04249267180545002,38801,7254,15.750732819455,111,0.29459608491866557,0.275296388199614,0.43010752688172044,0.3375428468338445,0.2613334707868354,0.4011236823793201
8006,0.17449878258638066,0.06457678860084198,0.06366301161654542,33912,12143,26.366301161654544,111,0.3422547970023882,0.23124433830190233,0.42650086469570947,0.3266690257136117,0.27509436187780134,0.39823661240858693
3912,0.17462015229101913,0.054239137305185536,0.08895885354467481,32747,13308,28.89588535446748,111,0.33581304478509166,0.2856176735798016,0.3785692816351067,0.3287324029682108,0.254557669404831,0.4167099276269582
2271,0.1747466335008957,0.06613886198657604,0.060905439148843776,39649,6406,13.909456085115623,111,0.3420231033406182,0.28535747736497036,0.3726194192944115,0.328961638376756,0.26000655754243485,0.4110318040808091
6851,0.17506256355114724,0.038981121548126885,0.1273477364021279,42709,3346,7.265226359787211,111,0.35026897788404066,0.26240286909742977,0.3873281530185296,0.32925144583108945,0.2636212507902316,0.407127303378679
9645,0.17508033265143863,0.07582360538679517,0.03899685159048963,35048,11007,23.899685159048964,111,0.30480603252475696,0.3014445352957209,0.39374943217952213,0.3389351746176672,0.25162634101803244,0.4094384843643004
